ID,Name,Team,posicion,Jornada,puntos_Jornada,AS,puntos_AS,MARCA,puntos_MARCA,MD,puntos_MD,SOFASCORE,puntos_SOFASCORE,puntos_Goles,puntos_Penaltis,puntos_Amarillas,puntos_Rojas,status
54868, Sávio,Girona,DL,J18,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J1,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J2,2,1,-2,1,2,1,2,6.8,4,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J3,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J4,9,2,6,2,6,2,6,7.1,5,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J5,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J6,11,3,10,2,6,3,10,7.4,7,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J7,1,1,2,1,-2,1,2,6.7,3,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J8,8,3,10,2,6,2,6,7.6,8,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J9,13,3,10,3,10,3,10,8.3,10,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J10,6,2,6,2,6,3,10,6.5,2,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J11,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J12,3,1,2,2,6,1,2,6.2,1,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J13,9,2,6,2,6,2,6,7.1,5,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J14,4,1,2,2,6,2,6,6.5,2,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J15,11,2,6,2,6,3,10,7.8,9,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J16,0,1,-2,1,2,1,-2,6.3,1,0,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J17,10,2,6,2,6,3,10,7.4,7,3,0,0,0,Apto
49341,Jørgen Strand Larsen,Celta,DL,J18,10,2,6,2,6,3,10,7.0,5,3,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J1,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J2,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J3,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J4,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J5,4,2,6,1,2,2,6,6.7,3,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J6,13,3,10,2,6,3,10,7.7,8,4,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J7,3,1,2,1,2,1,2,7.4,7,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J8,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J9,5,3,10,2,6,1,2,6.7,3,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J10,4,1,2,1,2,2,6,7.3,6,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J11,5,2,6,2,6,1,2,7.0,5,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J12,13,3,10,2,6,3,10,7.6,8,4,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J13,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J14,6,1,2,2,6,2,6,8.0,10,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J15,9,3,10,2,6,3,10,8.0,10,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J16,11,2,6,2,6,2,6,7.7,8,4,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J17,5,1,2,2,6,2,6,7.2,6,0,0,0,0,Apto
53102,Kirian Rodríguez,Las Palmas,MC,J18,,,,,,,,,,,,,,Sancionado
343,Toni Kroos,Real Madrid,MC,J1,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J2,5,1,2,2,6,1,2,8.0,10,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J3,4,2,6,1,2,1,2,6.9,4,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J4,9,3,10,3,10,2,6,8.4,10,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J5,4,1,2,2,6,1,2,7.4,7,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J6,9,1,2,1,2,2,6,8.2,10,4,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J7,2,1,2,0,0,1,2,6.7,3,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J8,7,2,6,2,6,2,6,8.0,10,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J9,4,2,6,1,2,1,2,6.8,4,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J10,5,1,2,2,6,1,2,7.8,9,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J11,5,1,2,2,6,2,6,7.3,6,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J12,4,1,2,1,2,1,2,7.7,8,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J13,8,2,6,2,6,3,10,7.8,9,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J14,6,2,6,2,6,1,2,7.7,8,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J15,9,3,10,3,10,2,6,8.4,10,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J16,6,2,6,1,2,2,6,7.6,8,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J17,8,2,6,2,6,3,10,7.7,8,0,0,0,0,Apto
343,Toni Kroos,Real Madrid,MC,J18,6,2,6,1,2,2,6,7.7,8,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J1,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J2,10,2,6,2,6,2,6,7.6,8,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J3,9,2,6,2,6,2,6,7.5,7,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J4,3,1,-2,2,6,1,2,6.9,4,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J5,10,2,6,2,6,2,6,8.0,10,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J6,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J7,3,2,6,1,2,1,2,6.6,3,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J8,1,1,-2,1,2,1,2,6.6,3,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J9,8,2,6,1,2,2,6,7.3,6,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J10,0,1,-2,1,-2,1,2,6.7,3,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J11,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J12,4,1,2,2,6,2,6,6.5,2,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J13,14,2,6,2,6,3,10,7.9,9,6,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J14,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J15,12,3,10,2,6,3,10,8.5,10,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J16,4,2,6,1,2,1,2,7.4,7,0,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J17,12,3,10,3,10,2,6,7.6,8,3,0,0,0,Apto
14791,Gorka Guruzeta,Athletic Club,DL,J18,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J1,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J2,9,1,2,2,6,2,6,8.0,10,3,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J3,4,1,2,2,6,1,2,7.3,6,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J4,1,1,-2,1,-2,1,2,7.1,5,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J5,10,2,6,2,6,3,10,7.5,7,3,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J6,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J7,,,,,,,,,,,,,,Lesionado
476,Gerard Moreno,Villarreal,DL,J8,,,,,,,,,,,,,,Lesionado
476,Gerard Moreno,Villarreal,DL,J9,9,2,6,2,6,2,6,7.3,6,3,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J10,8,2,6,2,6,1,2,7.5,7,0,3,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J11,15,3,10,2,6,3,10,8.1,10,3,3,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J12,12,2,6,3,10,2,6,9.8,12,3,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J13,9,1,2,2,6,2,6,8.4,10,3,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J14,7,2,6,2,6,2,6,7.6,8,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J15,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J16,3,1,2,1,2,2,6,6.4,2,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J17,0,1,-2,1,-2,1,2,6.6,3,0,0,0,0,Apto
476,Gerard Moreno,Villarreal,DL,J18,,,,,,,,,,,,,,No convocado
476,Gerard Moreno,Villarreal,DL,J19,7,1,2,1,2,2,6,7.5,7,3,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J1,3,1,2,1,2,2,6,6.4,2,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J2,1,1,-2,1,2,1,2,6.4,2,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J3,5,2,6,2,6,2,6,6.5,2,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J4,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J5,2,1,-2,1,2,2,6,6.2,1,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J6,14,2,6,2,6,3,10,8.0,10,3,3,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J7,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J8,10,2,6,2,6,2,6,7.6,8,3,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J9,10,2,6,2,6,3,10,7.4,7,3,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J10,4,2,6,2,6,1,2,6.1,0,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J11,16,3,10,3,10,3,10,8.5,10,3,3,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J12,5,2,6,2,6,1,2,6.8,4,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J13,10,2,6,2,6,3,10,7.5,7,3,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J14,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J15,2,1,2,0,0,1,2,6.6,3,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J16,,,,,,,,,,,,,,No convocado
564,Mikel Oyarzabal,Real Sociedad,DL,J17,4,1,2,1,2,2,6,7.0,5,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J18,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
564,Mikel Oyarzabal,Real Sociedad,DL,J19,4,1,2,1,2,2,6,7.4,7,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J1,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J2,6,2,6,1,2,2,6,7.7,8,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J3,7,2,6,2,6,2,6,7.9,9,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J4,4,0,0,2,6,1,2,7.3,6,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J5,10,2,6,2,6,1,2,8.1,10,4,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J6,3,1,2,1,2,1,2,7.4,7,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J7,4,2,6,1,2,1,2,7.3,6,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J8,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J9,9,3,10,2,6,2,6,9.4,12,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J10,4,2,6,1,2,1,2,6.8,4,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J11,6,2,6,2,6,2,6,7.2,6,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J12,6,2,6,1,2,2,6,7.6,8,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J13,5,2,6,2,6,1,2,7.0,5,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J14,5,2,6,1,2,2,6,7.3,6,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J15,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J16,5,1,2,2,6,2,6,7.0,5,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J17,7,2,6,2,6,3,10,7.4,7,0,0,0,0,Apto
7024,Fede Valverde,Real Madrid,MC,J18,6,3,10,2,6,1,2,7.2,6,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J1,7,2,6,2,6,3,10,6.9,4,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J2,4,1,2,2,6,2,6,6.6,3,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J3,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J4,12,3,10,3,10,3,10,7.5,7,3,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J5,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J6,10,2,6,2,6,3,10,7.2,6,3,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J7,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J8,7,2,6,2,6,3,10,7.3,6,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J9,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J10,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J11,9,2,6,2,6,2,6,7.4,7,3,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J12,4,1,2,2,6,2,6,6.5,2,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J13,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J14,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J15,9,2,6,2,6,2,6,7.5,7,3,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J16,3,1,2,1,2,2,6,6.3,1,0,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J17,11,2,6,2,6,4,14,7.1,5,3,0,0,0,Apto
13015,Chris Ramos,Cádiz,DL,J18,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J1,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J2,10,3,10,3,10,3,10,7.8,9,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J3,10,3,10,3,10,3,10,8.4,10,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J4,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J5,9,3,10,2,6,3,10,7.7,8,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J6,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J7,5,2,6,1,2,2,6,7.2,6,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J8,8,2,6,2,6,3,10,7.6,8,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J9,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J10,11,3,10,3,10,4,14,8.6,11,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J11,5,1,2,2,6,2,6,6.9,4,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J12,3,1,2,1,2,1,2,7.2,6,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J13,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J14,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J15,5,1,2,2,6,2,6,6.9,4,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J16,10,3,10,3,10,3,10,7.9,9,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J17,7,2,6,1,2,3,10,7.8,9,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J18,9,3,10,3,10,3,10,7.5,7,0,0,0,0,Apto
6032,Alex Remiro,Real Sociedad,PT,J19,-8,1,-26,1,-26,1,-26,5.6,-2,0,0,0,-6,Apto
11866,Hugo Duro,Valencia,DL,J1,7,2,6,2,6,3,10,7.4,7,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J2,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J3,9,2,6,2,6,2,6,7.0,5,3,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J4,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J5,16,3,10,3,10,3,10,8.6,11,6,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J6,1,1,-2,1,2,1,2,6.7,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J7,3,2,6,1,2,1,2,6.6,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J8,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J9,2,1,-2,1,2,2,6,6.5,2,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J10,10,2,6,2,6,3,10,7.2,6,3,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J11,11,2,6,2,6,3,10,8.2,10,3,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J12,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J13,4,1,-23,1,2,1,2,6.2,1,3,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J14,2,1,-2,1,2,1,2,7.2,6,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J15,9,2,6,2,6,2,6,7.3,6,3,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J16,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J17,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J18,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
11866,Hugo Duro,Valencia,DL,J19,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J1,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J2,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J3,3,1,2,1,2,2,6,6.2,1,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J4,7,2,6,3,10,3,10,6.6,3,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J5,6,1,2,2,6,2,6,7.6,8,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J6,7,2,6,2,6,2,6,8.2,10,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J7,2,1,2,1,2,1,2,6.2,1,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J8,4,2,6,1,2,1,2,6.8,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J9,7,2,6,2,6,3,10,7.4,7,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J10,7,2,6,1,2,3,10,8.0,10,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J11,8,3,10,2,6,3,10,7.4,7,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J12,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J13,0,1,-2,1,2,1,2,5.4,-2,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J14,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J15,6,2,6,2,6,2,6,6.9,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J16,7,2,6,3,10,2,6,7.1,5,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J17,8,2,6,2,6,3,10,7.6,8,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J18,6,2,6,2,6,2,6,6.8,4,0,0,0,0,Apto
27871,Giorgi Mamardashvili,Valencia,PT,J19,5,1,2,2,6,2,6,7.1,5,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J1,-1,1,-2,1,-2,1,2,5.8,-1,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J2,8,3,10,2,6,2,6,8.0,10,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J3,9,3,10,2,6,3,10,7.8,9,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J4,3,2,6,1,2,1,2,6.2,1,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J5,,,,,,,,,,,,,,Lesionado
24789,Nico Williams,Athletic Club,MC,J6,,,,,,,,,,,,,,Lesionado
24789,Nico Williams,Athletic Club,MC,J7,,,,,,,,,,,,,,Lesionado
24789,Nico Williams,Athletic Club,MC,J8,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J9,8,2,6,2,6,3,10,8.4,10,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J10,1,1,-2,1,2,1,2,6.7,3,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J11,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J12,11,2,6,2,6,3,10,7.4,7,4,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J13,9,3,10,2,6,3,10,8.2,10,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J14,7,2,6,2,6,3,10,6.9,4,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J15,12,2,6,2,6,3,10,8.1,10,4,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J16,4,2,6,1,2,1,2,7.5,7,0,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J17,14,3,10,3,10,3,10,8.1,10,4,0,0,0,Apto
24789,Nico Williams,Athletic Club,MC,J18,4,2,6,1,2,1,2,7.4,7,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J1,8,2,6,1,2,2,6,7.0,5,3,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J2,1,1,2,1,-2,1,2,6.5,2,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J3,16,2,6,3,10,4,14,7.9,9,6,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J4,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J5,1,1,-2,1,-2,1,2,6.9,4,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J6,16,3,10,3,10,3,10,8.3,10,6,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J7,0,1,2,1,2,2,6,6.4,2,0,0,-3,0,Apto
1708,Álvaro Morata,Atlético,DL,J8,,,,,,,,,,,,,,Sancionado
1708,Álvaro Morata,Atlético,DL,J9,4,1,2,1,2,2,6,7.4,7,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J10,6,2,6,1,2,3,10,7.0,5,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J11,12,3,10,2,6,3,10,8.0,10,3,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J12,9,2,6,1,2,3,10,7.2,6,3,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J13,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J14,0,1,-2,1,2,1,2,5.8,-1,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J15,0,1,-2,1,-2,1,2,6.5,2,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J16,9,1,2,1,2,3,10,7.7,8,3,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J17,1,1,-2,1,-2,1,2,6.8,4,0,0,0,0,Apto
1708,Álvaro Morata,Atlético,DL,J18,9,2,6,1,2,3,10,7.1,5,3,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J1,6,2,6,1,2,3,10,7.3,6,0,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J2,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J3,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J4,9,3,10,2,6,3,10,8.1,10,0,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J5,5,2,6,2,6,2,6,6.6,3,0,0,0,0,Apto
11091,Brais Méndez,Real Sociedad,MC,J6,16,3,10,3,10,4,14,9.3,12,4,0,0,0,Apto
