ID,Name,Team,posicion,Jornada,puntos_Jornada,AS,puntos_AS,MARCA,puntos_MARCA,MD,puntos_MD,SOFASCORE,puntos_SOFASCORE,puntos_Goles,puntos_Penaltis,puntos_Amarillas,puntos_Rojas,status
49342,Abdul Mumin,Rayo Vallecano,DF,J2,1,1,2,0,0,0,0,6.6,3,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J3,,,,,,,,,,,,,,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J4,,,,,,,,,,,,,,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J5,,,,,,,,,,,,,,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J6,,,,,,,,,,,,,,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J7,-6,1,2,1,-26,1,-26,6.4,2,0,0,0,-6,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J8,,,,,,,,,,,,,,Sancionado
49342,Abdul Mumin,Rayo Vallecano,DF,J9,,,,,,,,,,,,,,Sancionado
49342,Abdul Mumin,Rayo Vallecano,DF,J10,,,,,,,,,,,,,,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J11,11,2,6,2,6,2,6,7.5,7,5,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J12,5,1,2,2,6,2,6,7.2,6,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J13,6,2,6,2,6,2,6,7.2,6,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J14,7,2,6,2,6,3,10,7.0,5,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J15,1,1,-2,1,2,1,2,6.1,0,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J16,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J17,5,2,6,2,6,2,6,6.6,3,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J18,5,2,6,2,6,1,2,6.9,4,0,0,0,0,Apto
49342,Abdul Mumin,Rayo Vallecano,DF,J19,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J1,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J2,-1,1,2,1,-2,1,-2,6.0,0,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J3,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J4,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J5,6,2,6,2,6,2,6,7.3,6,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J6,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J7,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J8,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J9,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J10,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J11,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J12,,,,,,,,,,,,,,Apto
7025,Marko Dmitrović,Sevilla,PT,J13,6,1,2,1,2,3,10,7.7,8,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J14,2,1,2,1,-2,1,2,7.4,7,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J15,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J16,4,2,6,1,2,2,6,6.6,3,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J17,1,1,-2,1,-2,1,2,7.0,5,0,0,0,0,Apto
7025,Marko Dmitrović,Sevilla,PT,J18,7,2,6,2,6,2,6,7.7,8,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J1,3,1,2,1,2,1,2,7.5,7,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J2,4,1,2,1,2,2,6,7.2,6,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J3,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J4,,,,,,,,,,,,,,Apto
308,Johan Mojica,Osasuna,DF,J5,,,,,,,,,,,,,,Apto
308,Johan Mojica,Osasuna,DF,J6,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J7,7,2,6,2,6,3,10,7.0,5,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J8,1,0,0,0,0,1,2,0,0,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J9,,,,,,,,,,,,,,Lesionado
308,Johan Mojica,Osasuna,DF,J10,,,,,,,,,,,,,,Apto
308,Johan Mojica,Osasuna,DF,J11,2,1,2,1,2,0,0,6.7,3,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J12,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J13,3,1,2,1,2,1,2,7.3,6,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J14,5,2,6,2,6,1,2,7.2,6,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J15,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
308,Johan Mojica,Osasuna,DF,J16,,,,,,,,,,,,,,Lesionado
308,Johan Mojica,Osasuna,DF,J17,,,,,,,,,,,,,,Lesionado
308,Johan Mojica,Osasuna,DF,J18,,,,,,,,,,,,,,Lesionado
6042,Maxi Gómez,Cádiz,DL,J1,,,,,,,,,,,,,,Apto
6042,Maxi Gómez,Cádiz,DL,J2,,,,,,,,,,,,,,Apto
6042,Maxi Gómez,Cádiz,DL,J3,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J4,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J5,2,1,-2,1,2,1,2,6.8,4,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J6,7,2,6,2,6,3,10,7.1,5,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J7,5,2,6,1,2,2,6,6.8,4,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J8,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J9,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J10,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J11,,,,,,,,,,,,,,Apto
6042,Maxi Gómez,Cádiz,DL,J12,1,1,-2,1,2,1,2,6.5,2,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J13,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J14,0,1,-2,1,-2,1,2,6.3,1,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J15,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J16,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J17,4,2,6,2,6,0,0,7.0,5,0,0,0,0,Apto
6042,Maxi Gómez,Cádiz,DL,J18,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J1,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J2,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J3,,,,,,,,,,,,,,Apto
12911,Gonzalo Melero,Almería,MC,J4,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J5,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J6,5,1,2,2,6,2,6,6.8,4,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J7,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J8,4,1,2,2,6,2,6,6.5,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J9,1,1,-2,1,2,1,2,6.7,3,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J10,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J11,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J12,1,1,2,1,-2,1,2,6.5,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J13,1,1,2,1,2,0,0,6.2,1,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J14,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J15,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J16,,,,,,,,,,,,,,Lesionado
12911,Gonzalo Melero,Almería,MC,J17,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
12911,Gonzalo Melero,Almería,MC,J18,,,,,,,,,,,,,,Lesionado
12916,Ezequiel Ávila,Osasuna,DL,J1,1,0,0,1,2,0,0,6.6,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J2,-5,1,-26,1,-26,1,2,7.0,5,0,0,0,-6,Apto
12916,Ezequiel Ávila,Osasuna,DL,J3,,,,,,,,,,,,,,Sancionado
12916,Ezequiel Ávila,Osasuna,DL,J4,10,2,6,2,6,3,10,7.5,7,3,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J5,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J6,4,2,6,1,2,2,6,6.4,2,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J7,-4,1,-26,1,2,1,2,7.0,5,0,0,0,-6,Apto
12916,Ezequiel Ávila,Osasuna,DL,J8,,,,,,,,,,,,,,Sancionado
12916,Ezequiel Ávila,Osasuna,DL,J9,-1,1,-2,1,-2,1,-2,6.6,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J10,9,2,6,3,10,3,10,8.0,10,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J11,1,1,2,1,2,1,-2,6.4,2,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J12,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J13,4,2,6,1,2,1,2,7.3,6,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J14,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J15,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J16,4,1,2,2,6,2,6,6.6,3,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J17,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
12916,Ezequiel Ávila,Osasuna,DL,J18,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J1,10,3,10,2,6,3,10,6.5,2,3,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J2,1,1,-2,1,2,1,2,6.7,3,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J3,10,2,6,2,6,3,10,6.9,4,3,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J4,,,,,,,,,,,,,,Apto
27510,Memphis Depay,Atlético,DL,J5,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J6,3,0,0,1,2,2,6,6.5,2,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J7,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J8,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J9,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J10,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J11,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J12,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J13,,,,,,,,,,,,,,Lesionado
27510,Memphis Depay,Atlético,DL,J14,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J15,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J16,1,1,-2,1,-2,2,6,6.7,3,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J17,2,1,2,1,-2,1,2,6.8,4,0,0,0,0,Apto
27510,Memphis Depay,Atlético,DL,J18,3,1,2,1,2,2,6,6.6,3,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J1,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J2,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J3,4,1,2,2,6,2,6,6.7,3,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J4,2,1,2,1,2,1,2,6.2,1,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J5,10,2,6,2,6,1,2,7.7,8,4,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J6,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J7,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J8,3,1,2,1,2,2,6,6.6,3,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J9,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J10,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J11,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J12,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J13,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J14,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J15,,,,,,,,,,,,,,Apto
52371,Iker Muñoz,Osasuna,MC,J16,3,1,2,2,6,1,2,6.6,3,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J17,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
52371,Iker Muñoz,Osasuna,MC,J18,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J1,7,2,6,2,6,3,10,7.1,5,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J2,4,3,10,1,2,1,2,6.6,3,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J3,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J4,0,1,-2,1,2,1,-2,6.5,2,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J5,7,3,10,2,6,1,2,7.7,8,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J6,0,1,-2,1,-2,1,2,6.4,2,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J7,2,1,2,0,0,1,2,6.6,3,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J8,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J9,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J10,1,0,0,0,0,0,0,6.6,3,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J11,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J12,3,1,2,1,2,1,2,7.3,6,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J13,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J14,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J15,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J16,,,,,,,,,,,,,,Apto
27520,Fran García,Real Madrid,DF,J17,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
27520,Fran García,Real Madrid,DF,J18,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J1,3,1,2,1,2,2,6,6.5,2,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J2,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J3,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J4,5,2,6,1,2,2,6,7.2,6,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J5,6,2,6,2,6,2,6,6.8,4,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J6,-2,1,-2,1,-2,1,-2,6.1,0,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J7,-4,1,2,1,2,0,0,6.8,4,0,0,0,-6,Apto
8953,Pablo Maffeo,Mallorca,DF,J8,,,,,,,,,,,,,,Sancionado
8953,Pablo Maffeo,Mallorca,DF,J9,,,,,,,,,,,,,,Sancionado
8953,Pablo Maffeo,Mallorca,DF,J10,,,,,,,,,,,,,,Lesionado
8953,Pablo Maffeo,Mallorca,DF,J11,,,,,,,,,,,,,,Apto
8953,Pablo Maffeo,Mallorca,DF,J12,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J13,3,1,2,1,2,1,2,7.2,6,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J14,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J15,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J16,4,1,2,1,2,2,6,7.2,6,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J17,4,2,6,1,2,1,2,6.8,4,0,0,0,0,Apto
8953,Pablo Maffeo,Mallorca,DF,J18,5,2,6,1,2,2,6,7.4,7,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J1,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J2,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J3,-5,1,-23,1,-23,1,-23,5.7,-2,0,0,-3,0,Apto
20107,Édgar González,Almería,DF,J4,,,,,,,,,,,,,,Sancionado
20107,Édgar González,Almería,DF,J5,4,1,2,1,2,2,6,6.9,4,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J6,1,1,-2,1,2,1,2,6.6,3,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J7,-1,1,-2,1,-2,1,-2,6.6,3,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J8,4,1,2,1,2,2,6,7.0,5,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J9,,,,,,,,,,,,,,No convocado
20107,Édgar González,Almería,DF,J10,,,,,,,,,,,,,,Lesionado
20107,Édgar González,Almería,DF,J11,,,,,,,,,,,,,,Apto
20107,Édgar González,Almería,DF,J12,3,1,2,1,2,1,2,7.2,6,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J13,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J14,4,1,2,2,6,1,2,6.8,4,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J15,6,2,6,2,6,2,6,7.5,7,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J16,3,1,2,1,2,2,6,6.6,3,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J17,5,1,2,2,6,1,2,7.6,8,0,0,0,0,Apto
20107,Édgar González,Almería,DF,J18,7,1,2,1,2,1,2,6.3,1,5,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J1,5,1,2,2,6,2,6,7.1,5,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J2,5,1,2,2,6,2,6,7.2,6,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J3,3,1,-2,1,2,2,6,6.9,4,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J4,4,1,-2,2,6,2,6,7.2,6,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J5,5,1,2,2,6,1,2,7.6,8,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J6,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J7,1,1,-2,1,2,1,2,6.5,2,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J8,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J9,3,1,2,1,2,1,2,7.4,7,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J10,1,1,-2,1,2,1,2,6.6,3,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J11,-1,1,-2,1,-2,1,-2,6.7,3,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J12,,,,,,,,,,,,,,Apto
49336,Oriol Romeu,Barcelona,MC,J13,2,1,2,0,0,1,2,6.6,3,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J14,1,1,-2,1,-2,1,2,7.2,6,0,0,0,0,Apto
49336,Oriol Romeu,Barcelona,MC,J15,,,,,,,,,,,,,,Apto
49336,Oriol Romeu,Barcelona,MC,J16,,,,,,,,,,,,,,Apto
49336,Oriol Romeu,Barcelona,MC,J17,,,,,,,,,,,,,,Apto
49336,Oriol Romeu,Barcelona,MC,J18,4,2,6,1,2,2,6,6.5,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J1,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J2,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J3,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J4,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J5,1,0,0,1,2,0,0,0,0,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J6,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J7,,,,,,,,,,,,,,Apto
15339,Valery Fernández,Girona,MC,J8,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J9,5,2,6,1,2,2,6,7.2,6,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J10,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J11,,,,,,,,,,,,,,Apto
15339,Valery Fernández,Girona,MC,J12,,,,,,,,,,,,,,Apto
15339,Valery Fernández,Girona,MC,J13,1,0,0,1,2,0,0,6.5,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J14,1,0,0,1,2,0,0,6.6,3,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J15,,,,,,,,,,,,,,Apto
15339,Valery Fernández,Girona,MC,J16,12,3,10,2,6,3,10,7.3,6,4,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J17,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
15339,Valery Fernández,Girona,MC,J18,1,0,0,0,0,0,0,6.8,4,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J1,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J2,1,0,0,1,2,0,0,6.4,2,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J3,5,1,2,2,6,2,6,6.8,4,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J4,3,2,6,1,2,1,2,6.4,2,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J5,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J6,,,,,,,,,,,,,,Apto
29169,Pablo Ibáñez,Osasuna,MC,J7,4,1,2,1,2,2,6,6.9,4,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J8,,,,,,,,,,,,,,Apto
29169,Pablo Ibáñez,Osasuna,MC,J9,0,0,0,0,0,1,-2,6.4,2,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J10,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J11,1,0,0,0,0,0,0,6.4,2,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J12,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J13,1,0,0,0,0,0,0,6.7,3,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J14,,,,,,,,,,,,,,Apto
29169,Pablo Ibáñez,Osasuna,MC,J15,,,,,,,,,,,,,,Apto
29169,Pablo Ibáñez,Osasuna,MC,J16,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J17,3,1,2,1,2,2,6,6.5,2,0,0,0,0,Apto
29169,Pablo Ibáñez,Osasuna,MC,J18,9,2,6,1,2,2,6,7.1,5,4,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J1,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J2,3,1,-2,1,2,2,6,6.8,4,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J3,1,1,-2,1,2,1,2,6.3,1,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J4,,,,,,,,,,,,,,Apto
389,Carlos Fernández,Real Sociedad,DL,J5,,,,,,,,,,,,,,Apto
389,Carlos Fernández,Real Sociedad,DL,J6,,,,,,,,,,,,,,Apto
389,Carlos Fernández,Real Sociedad,DL,J7,10,2,6,2,6,3,10,7.2,6,3,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J8,,,,,,,,,,,,,,Apto
389,Carlos Fernández,Real Sociedad,DL,J9,6,2,6,2,6,2,6,6.9,4,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J10,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J11,,,,,,,,,,,,,,Apto
389,Carlos Fernández,Real Sociedad,DL,J12,0,0,0,0,0,1,-2,6.5,2,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J13,7,1,2,1,2,2,6,7.0,5,0,3,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J14,,,,,,,,,,,,,,Lesionado
389,Carlos Fernández,Real Sociedad,DL,J15,,,,,,,,,,,,,,Lesionado
389,Carlos Fernández,Real Sociedad,DL,J16,2,0,0,1,2,2,6,6.3,1,0,0,0,0,Apto
389,Carlos Fernández,Real Sociedad,DL,J17,,,,,,,,,,,,,,Apto
