Id,Name,Day,Price,Points,AveragePoints,Matches,Goals,Card,Status,PtsJ,PtsJ-1,PtsJ-2,TotalPointsLastThreeMatches,AveragePtsLastThreeMatches,GoalsJ,GoalsJ-1,GoalsJ-2,TotalGoalsLastThreeMatches,AverageGoalsLastThreeMatches,CardsJ,CardsJ-1,CardsJ-2,TotalCardsLastThreeMatches,AverageCardsLastThreeMatches,PriceVariation
12947,Kevin Vázquez,2024-01-02,1008000,24,2.7,9,0,3,apto,1,4,4,9,3.00,0,0,0,0,0.00,1,1,0,2,0.67,2000
22591,Rafa Mir,2024-01-02,489000,24,2.0,12,1,1,apto,2,-1,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,31000
10214,Nacho Vidal,2024-01-02,160000,23,4.6,6,1,0,apto,0,3,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,-6000
55663,Mihailo Ristić,2024-01-02,160000,23,3.3,7,0,1,injury,2,4,0,6,2.00,0,0,0,0,0.00,0,1,0,1,0.33,-12000
22471,Jon Pacheco,2024-01-02,193000,23,2.9,8,0,2,apto,0,0,4,4,1.33,0,0,0,0,0.00,0,0,0,0,0.00,33000
28279,Franco Cervi,2024-01-02,861000,23,2.6,9,0,1,apto,3,3,3,9,3.00,0,0,0,0,0.00,0,0,0,0,0.00,42000
128,Borja Iglesias,2024-01-02,564000,23,2.6,9,0,2,apto,2,0,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,-15000
162,Gonzalo Escalante,2024-01-02,160000,23,2.1,11,0,1,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-27000
48188,Mohamed-Ali Cho,2024-01-02,160000,23,2.1,11,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-10000
10024,Mauro Arambarri,2024-01-02,160000,22,3.1,7,0,2,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
4886,Asier Villalibre,2024-01-02,202000,22,2.8,8,1,0,apto,0,0,2,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,42000
55667,Rominigue Kouamé,2024-01-02,168000,22,2.8,8,0,2,apto,3,3,0,6,2.00,0,0,0,0,0.00,0,0,0,0,0.00,-31000
53409,Ben Brereton Díaz,2024-01-02,178000,22,1.8,13,0,2,apto,0,1,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-21000
22617,David Gil,2024-01-02,754000,21,5.3,4,0,1,apto,5,0,0,5,1.67,0,0,0,0,0.00,0,0,0,0,0.00,27000
21,Iker Muniain,2024-01-02,160000,21,1.9,11,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-28000
23138,Marcos Acuña,2024-01-02,661000,20,2.5,8,0,2,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-30000
35943,Javi Llabrés,2024-01-02,188000,20,2.0,10,0,1,apto,0,2,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,26000
332,Nacho Fernández,2024-01-02,2092000,20,1.7,12,0,3,red,-7,5,1,-1,-0.33,0,0,0,0,0.00,0,0,0,0,0.00,-5000
54952,Matteo Gabbia,2024-01-02,160000,19,2.7,7,0,2,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-14000
55966,Adrià Altimira,2024-01-02,757000,19,2.4,8,0,2,apto,3,0,2,5,1.67,0,0,0,0,0.00,0,1,0,1,0.33,26000
53091,Famara Diédhiou,2024-01-02,160000,19,2.4,8,0,1,apto,0,1,0,1,0.33,0,0,0,0,0.00,0,1,0,1,0.33,-10000
36344,Njegoš Petrović,2024-01-02,160000,19,1.9,10,0,0,apto,2,0,2,4,1.33,0,0,0,0,0.00,0,0,0,0,0.00,0
18465,Joseph Aidoo,2024-01-02,175000,18,3.0,6,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-17000
49111,Cenk Özkacar,2024-01-02,160000,18,2.3,8,0,2,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48899,Kaiky Fernandes,2024-01-02,160000,17,2.8,6,1,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-16000
53145,Xeber Alkain,2024-01-02,176000,17,2.4,8,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,16000
96,Dani Ceballos,2024-01-02,670000,17,2.1,8,0,1,apto,0,2,1,3,1.00,0,0,0,0,0.00,0,0,1,1,0.33,-29000
48486,José Copete,2024-01-02,160000,17,2.1,8,0,3,apto,1,0,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-28000
51903,César Montes,2024-01-02,387000,17,1.9,9,0,2,apto,2,3,2,7,2.33,0,0,0,0,0.00,0,0,0,0,0.00,18000
49350,Lázaro Vinicius,2024-01-02,184000,17,1.7,11,0,0,apto,2,1,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,-17000
25885,Carlos Dominguez,2024-01-02,415000,16,3.2,5,0,1,apto,6,3,0,9,3.00,0,0,0,0,0.00,0,1,0,1,0.33,32000
48194,Williot Swedberg,2024-01-02,168000,16,3.2,6,1,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-32000
55649,Roman Yaremchuk,2024-01-02,182000,16,1.6,12,0,0,apto,2,3,0,5,1.67,0,0,0,0,0.00,0,0,0,0,0.00,19000
40094,Arnau Puigmal,2024-01-02,167000,16,1.6,10,0,3,apto,0,1,3,4,1.33,0,0,0,0,0.00,0,0,0,0,0.00,7000
55741,Fran Vieites,2024-01-02,201000,15,5.0,3,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,41000
55743,Carlos Romero,2024-01-02,210000,15,3.0,6,0,1,apto,3,0,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,27000
49329,Pep Chavarría,2024-01-02,200000,15,3.0,5,0,0,apto,4,0,6,10,3.33,0,0,0,0,0.00,0,0,0,0,0.00,5000
17291,Carles Pérez,2024-01-02,179000,15,2.5,6,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,19000
53340,Cristian Herrera,2024-01-02,176000,15,2.5,6,1,1,apto,0,1,2,3,1.00,0,0,0,0,0.00,0,0,1,1,0.33,16000
413,Jorge Meré,2024-01-02,160000,15,2.5,6,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-17000
6053,Juanpe,2024-01-02,162000,15,2.1,7,0,2,apto,2,2,0,4,1.33,0,0,0,0,0.00,0,0,0,0,0.00,-12000
18555,Domingos Duarte,2024-01-02,166000,15,1.4,11,0,6,apto,3,0,-2,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,6000
27841,Youssouf Sabaly,2024-01-02,164000,14,4.7,3,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-21000
25621,Andrei Rațiu,2024-01-02,170000,14,3.5,4,0,1,apto,4,0,0,4,1.33,0,0,0,0,0.00,0,0,0,0,0.00,-1000
15693,Javi Galán,2024-01-02,181000,14,2.8,5,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-15000
35434,Marc Pubill,2024-01-02,174000,13,3.3,4,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-35000
49040,Momo Mbaye,2024-01-02,174000,13,3.3,4,0,2,apto,0,0,5,5,1.67,0,0,0,0,0.00,0,0,0,0,0.00,-35000
6025,Raúl Fernández,2024-01-02,160000,13,3.3,4,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48960,Kiko Femenía,2024-01-02,160000,13,2.2,6,0,3,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-27000
474,Manu Trigueros,2024-01-02,160000,13,2.2,6,0,0,apto,0,1,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-5000
44,Raúl García,2024-01-02,160000,13,1.9,7,0,2,apto,2,0,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,-6000
36048,Nahuel Tenaglia,2024-01-02,184000,13,1.6,9,0,2,apto,1,2,1,4,1.33,0,0,0,0,0.00,1,1,0,2,0.67,-1000
55159,Ibrahima Koné,2024-01-02,163000,13,1.6,8,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,3000
55987,Yarek Gasiorowski,2024-01-02,988000,12,4.0,3,0,1,apto,0,4,5,9,3.00,0,0,0,0,0.00,0,0,0,0,0.00,-17000
28791,Jesús Vázquez,2024-01-02,160000,12,2.0,6,0,1,apto,3,2,1,6,2.00,0,0,0,0,0.00,1,0,0,1,0.33,-3000
24778,Robert Navarro,2024-01-02,765000,12,1.5,8,0,1,apto,4,6,0,10,3.33,0,0,0,0,0.00,0,0,0,0,0.00,38000
13004,Sergi Guardiola,2024-01-02,175000,12,1.5,8,0,0,apto,2,1,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,-26000
55794,Marc Guiu,2024-01-02,160000,11,11.0,1,1,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-20000
49382,Marcos Alonso,2024-01-02,160000,11,2.8,4,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-1000
54831,Sergi Altimira,2024-01-02,166000,11,2.2,6,0,0,apto,2,2,3,7,2.33,0,0,0,0,0.00,0,0,0,0,0.00,-6000
7845,Adnan Januzaj,2024-01-02,404000,11,1.8,6,0,0,apto,2,2,3,7,2.33,0,0,0,0,0.00,0,0,0,0,0.00,-30000
40164,Imanol García,2024-01-02,210000,10,2.5,4,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,20000
14379,Aitor Fernández,2024-01-02,160000,10,2.5,4,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-7000
4753,Yeray Álvarez,2024-01-02,642000,10,2.0,5,0,1,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,7000
11680,Choco Lozano,2024-01-02,160000,10,1.7,6,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
49092,Tanguy Nianzou,2024-01-02,187000,9,4.5,2,0,0,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-7000
53109,Álvaro Lemos,2024-01-02,160000,9,3.0,3,0,1,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
392,Denis Suárez,2024-01-02,160000,9,2.3,4,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
23002,Shon Weissman,2024-01-02,183000,9,1.8,5,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,23000
55115,Pablo Gozálbez,2024-01-02,160000,9,1.8,5,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
55439,Hugo González,2024-01-02,168000,9,1.5,6,0,0,apto,2,0,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,8000
48576,Houboulang Mendes,2024-01-02,180000,9,1.3,7,0,0,other,2,0,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,-15000
185,Joan Jordan,2024-01-02,160000,8,2.7,3,0,0,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-35000
52377,Jorge Herrando,2024-01-02,160000,8,2.7,3,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-9000
49292,Brian Ocampo,2024-01-02,198000,8,2.0,4,0,1,apto,3,0,2,5,1.67,0,0,0,0,0.00,0,0,0,0,0.00,32000
54897,Siebe Van der Heyden,2024-01-02,167000,8,2.0,4,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,7000
448,Álvaro Negredo,2024-01-02,160000,8,2.0,5,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-5000
362,Joseba Zaldua,2024-01-02,160000,8,2.0,4,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-9000
51060,Juan Cruz,2024-01-02,160000,8,2.0,4,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-45000
24691,Miguel Rodríguez,2024-01-02,160000,8,1.1,8,0,1,apto,1,0,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-4000
14762,André Silva,2024-01-02,973000,7,1.8,4,0,0,apto,0,2,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,-25000
52117,Jon Ander Olasagasti,2024-01-02,181000,7,1.8,4,0,2,apto,0,1,0,1,0.33,0,0,0,0,0.00,0,1,0,1,0.33,12000
22880,Omenuke Mfulu,2024-01-02,160000,7,1.4,5,0,0,apto,1,0,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-13000
5691,Álvaro Odriozola,2024-01-02,236000,6,3.0,2,0,0,apto,3,0,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,19000
55992,Jordi Martín,2024-01-02,160000,6,3.0,2,0,0,apto,3,0,3,6,2.00,0,0,0,0,0.00,0,0,0,0,0.00,0
17461,Fede San Emeterio,2024-01-02,160000,6,2.0,3,1,2,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
1743,Víctor Díaz,2024-01-02,175000,6,1.5,4,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,15000
54853,Daley Sinkgraven,2024-01-02,160000,6,1.5,5,0,0,apto,0,3,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,0
25630,Victor Chust,2024-01-02,617000,6,1.2,5,0,1,apto,6,1,0,7,2.33,0,0,0,0,0.00,0,0,0,0,0.00,21000
55008,Marciano Sanca,2024-01-02,160000,6,1.2,6,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
17452,Éder Militão,2024-01-02,2210000,5,5.0,1,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,24000
49077,Malcom Adu Ares,2024-01-02,160000,5,2.5,2,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
63,Marc Bartra,2024-01-02,180000,5,1.7,3,0,1,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-26000
48672,Fabrizio Angileri,2024-01-02,160000,5,1.3,5,0,2,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-13000
1756,Unai García,2024-01-02,200000,4,4.0,1,0,1,apto,0,0,4,4,1.33,0,0,0,0,0.00,0,0,1,1,0.33,40000
40031,Mario Dominguez,2024-01-02,170000,4,1.3,3,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-9000
3060,Mariano Díaz,2024-01-02,167000,4,1.0,4,0,0,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-27000
52131,Diego Mariño,2024-01-02,182000,3,3.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-10000
19146,Nabil Fekir,2024-01-02,4969000,3,1.5,2,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-60000
268,José Mari,2024-01-02,209000,3,1.5,3,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,43000
40105,Fernando Martínez,2024-01-02,199000,3,1.5,2,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,39000
6041,Jesús Vallejo,2024-01-02,199000,3,1.5,2,0,1,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,22000
22629,Alberto Perea,2024-01-02,160000,3,1.5,2,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-16000
48937,Jon Karrikaburu,2024-01-02,160000,3,1.5,2,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-7000
48626,Marko Milovanovic,2024-01-02,160000,3,1.5,2,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
23172,Urko González,2024-01-02,160000,3,1.5,2,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-26000
55656,Jhon Solís,2024-01-02,169000,3,0.6,5,0,0,apto,1,2,0,3,1.00,0,0,0,0,0.00,0,0,0,0,0.00,-30000
36376,Reinildo Mandava,2024-01-02,782000,2,2.0,1,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-73000
53106,Eric Curbelo,2024-01-02,165000,2,2.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,5000
28790,Alberto Marí,2024-01-02,160000,2,2.0,1,0,0,apto,0,2,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,0
51915,Diego Mendez,2024-01-02,160000,2,2.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
11418,Francis Coquelin,2024-01-02,160000,2,2.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
51138,Jon Magunazelaia,2024-01-02,160000,2,2.0,1,0,0,other,0,2,0,2,0.67,0,0,0,0,0.00,0,0,0,0,0.00,0
55790,Ricardo Visus,2024-01-02,160000,2,2.0,1,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
55654,Nico Paz,2024-01-02,171000,2,1.0,4,0,0,apto,0,0,1,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-30000
55993,Gonzalo García,2024-01-02,160000,2,1.0,2,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48202,Ibrahima Kébé,2024-01-02,160000,2,1.0,2,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
22672,Alex Centelles,2024-01-02,199000,2,0.7,3,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,7000
12949,Thomas Lemar,2024-01-02,192000,2,0.7,3,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,32000
55068,Wilson Manafá,2024-01-02,183000,2,0.5,4,0,1,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,23000
53434,Çağlar Söyüncü,2024-01-02,175000,2,0.3,6,0,1,red,0,-1,0,-1,-0.33,0,0,0,0,0.00,0,0,0,0,0.00,15000
55871,Sokratis Papastathopoulos,2024-01-02,272000,1,1.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,14000
55738,César Tárrega,2024-01-02,177000,1,1.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,17000
14790,Peru Nolaskoain,2024-01-02,176000,1,1.0,2,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-34000
14500,José Ángel Pozo,2024-01-02,160000,1,1.0,1,0,0,apto,0,0,1,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-36000
56502,Mikel Jauregizar,2024-01-02,160000,1,1.0,2,0,0,apto,1,0,0,1,0.33,0,0,0,0,0.00,0,0,0,0,0.00,-24000
55462,Silvi Clúa,2024-01-02,160000,1,1.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
56577,Vitor Roque,2024-01-02,9059000,0,0.0,0,0,0,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,179000
54817,Arda Güler,2024-01-02,2252000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,49000
6044,Enes Ünal,2024-01-02,1427000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,45000
56578,Johnny Cardoso,2024-01-02,1299000,0,0.0,0,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,12000
455,Eric Bailly,2024-01-02,1086000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,32000
56576,Bruno Méndez,2024-01-02,1053000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-32000
56506,Carlos Vicente,2024-01-02,845000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,39000
56579,Jailson,2024-01-02,599000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,26000
29222,Giuliano Simeone,2024-01-02,292000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,14000
14670,Thibaut Courtois,2024-01-02,241000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-5000
611,Aarón Escandell,2024-01-02,205000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,45000
13014,Toni Villa,2024-01-02,205000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,34000
54833,Federico Gattoni,2024-01-02,204000,0,0.0,2,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,35000
402,Vitolo,2024-01-02,204000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,25000
55664,Unai Marrero,2024-01-02,203000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,23000
27523,Martín Pascual,2024-01-02,201000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-4000
27422,Cristian Rivero,2024-01-02,196000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,36000
55011,Jastin García,2024-01-02,195000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,35000
31478,Nikola Maraš,2024-01-02,188000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,27000
6046,Borja García,2024-01-02,184000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-9000
49343,Toni Fuidias,2024-01-02,184000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,24000
48612,Pepe Reina,2024-01-02,183000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,23000
55043,Martín Tejón,2024-01-02,179000,0,0.0,0,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,19000
53097,Adri López,2024-01-02,178000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,18000
408,Pichu Cuéllar,2024-01-02,174000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-11000
22806,Ivo Grbić,2024-01-02,173000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48208,Juan Carlos Martín,2024-01-02,161000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48964,Agustín Marchesín,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
24742,Dani Cárdenas,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
53433,Daniel Fuzato,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-42000
3710,Darko Brašanac,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-15000
28280,Dominik Greif,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
53103,Fabio González,2024-01-02,160000,0,0.0,0,0,0,doubt,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-42000
551,Jaume Doménech,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-4000
35924,Jesús Owono,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-32000
28774,Julen Agirrezabala,2024-01-02,160000,0,0.0,0,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
48620,Marcão,2024-01-02,160000,0,0.0,1,0,0,apto,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
29359,Martín Calderón,2024-01-02,160000,0,0.0,0,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
14803,Martín Merquelanz,2024-01-02,160000,0,0.0,0,0,0,injury,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0
51137,Pablo Marín,2024-01-02,160000,0,0.0,0,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-9000
28620,Unai Ropero,2024-01-02,160000,0,0.0,1,0,0,other,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,-34000
53114,Jude Bellingham,2024-01-03,24010000,169,10.6,16,13,4,apto,3,12,11,26,8.67,0,1,1,2,0.67,1,1,0,2,0.67,32000
19562,Takefusa Kubo,2024-01-03,20899000,147,8.2,18,6,2,apto,7,6,7,20,6.67,0,0,0,0,0.00,0,0,1,1,0.33,16000
51,Antoine Griezmann,2024-01-03,24154000,139,7.7,18,11,3,apto,16,1,6,23,7.67,2,0,0,2,0.67,0,0,0,0,0.00,25000
29,Iñaki Williams,2024-01-03,18723000,139,7.7,18,8,3,other,7,10,9,26,8.67,0,0,1,1,0.33,1,0,0,1,0.33,-58000
607,Borja Mayoral,2024-01-03,16630000,138,7.3,19,12,2,apto,3,17,10,30,10.00,0,2,1,3,1.00,0,0,0,0,0.00,55000
464,Aleix García,2024-01-03,20634000,133,7.4,18,3,2,apto,7,6,7,20,6.67,0,0,0,0,0.00,1,0,0,1,0.33,20000
22601,Pepelu,2024-01-03,15312000,127,6.7,19,4,2,apto,16,5,7,28,9.33,2,0,0,2,0.67,0,0,0,0,0.00,56000
55058,Artem Dovbyk,2024-01-03,16357000,125,7.4,17,11,1,apto,9,16,10,35,11.67,1,2,1,4,1.33,1,0,0,1,0.33,72000
53111,Álvaro Valles,2024-01-03,15800000,124,6.9,18,0,0,apto,10,9,8,27,9.00,0,0,0,0,0.00,0,0,0,0,0.00,38000
16976,Martín Zubimendi,2024-01-03,16307000,122,6.4,19,4,3,apto,12,5,7,24,8.00,1,0,0,1,0.33,0,0,0,0,0.00,62000
340,Isco,2024-01-03,19122000,120,7.1,17,2,5,apto,0,7,7,14,4.67,0,0,0,0,0.00,0,1,0,1,0.33,37000
18004,Ante Budimir,2024-01-03,15522000,116,6.4,18,8,4,apto,2,3,8,13,4.33,0,0,1,1,0.33,0,0,0,0,0.00,-27000
17459,Rodrygo,2024-01-03,18975000,115,6.4,18,7,0,apto,4,12,8,24,8.00,0,1,0,1,0.33,0,0,0,0,0.00,62000
